id,title,original_title,original_language,release_date,release_year,decade,overview,popularity,vote_average,vote_count,origin_country_code,origin_country_name,genre_ids,primary_country,matched_conflict,match_score,matched_keywords,match_source,out_of_scope_category,temporal_check
102091,Take the High Ground!,Take the High Ground!,en,1953-10-30,1953,1950,"Sgt. Thorne Ryan, who once fought bravely in Korea, now serves as a hard-nosed drill instructor to new Army recruits at Fort Bliss, Texas. But is he really the man he is often described as? His fellow instructor, and friend helps him to face the ghosts of his past experiences in Korea. One night in a bar across the border in Juarez, Mexico, Sgt. Ryan meets a lady who begins to turn his life around. Will this be enough to help him deal with the past? Or will he continue to be so hard on his troops?",0.4608,6.231,13,US,United States,"[35, 18, 10752]",US,,0,[],,,no_check_needed
102092,Tank Battalion,Tank Battalion,en,1958-07-01,1958,1950,"Korean War, 1951. A tank crew struggles to survive behind enemy lines.",0.14,5.0,5,US,United States,"[18, 10752]",US,Korean War,1,['korean war'],overview,,consistent
102151,Battle of Blood Island,Battle of Blood Island,en,1960-04-08,1960,1960,"Two American GIs are the only survivors of a unit wiped out in a battle with Japanese troops on an isolated island. The two, who don't like each other, find try to put aside their differences in order to evade the Japanese and survive.",0.1942,5.136,11,US,United States,"[18, 10752]",US,,0,[],,,no_check_needed
102152,The Extraordinary Seaman,The Extraordinary Seaman,en,1969-05-14,1969,1960,Marooned sailors discover a World War II ship haunted by its late captain.,0.3677,3.833,6,US,United States,"[12, 10752, 35]",US,World War II,1,['world war ii'],overview,,consistent
102155,Hitler,Hitler,en,1962-03-21,1962,1960,Richard Basehart stars as one of the most influential and one of the most reviled men in history in this probing psychological study of a man who nearly gained dominance over the entire western world--at the cost of millions of lives--Hitler.,0.5557,5.806,18,US,United States,"[36, 10752]",US,World War II,1,['hitler'],overview,,consistent
102165,The Mountain Road,The Mountain Road,en,1960-06-15,1960,1960,"In 1944, in eastern part of China, U.S.Army Major Baldwin and his volunteer team of demolition engineers are left behind the retreating Chinese forces. Their task is to slow down the Japanese advance into eastern China by blowing up bridges, roads, airfields and munitions dumps. They start by blowing up an American airfield and ammo dump. They receive the order to destroy a vital bridge over a mountain pass.The team uses a few army trucks to move around. At the bridge, they encounter a Nationalist Chinese Army unit in charge of guarding the bridge. Thanks to an American soldier who speaks some Chinese, Major Baldwin requests the permission, from the Chinese commander, to blow up the bridge.The Chinese colonel agrees but asks the American Major to do him a favor by also destroying a munitions dump located at some distance away.He also requests that Madame Sue-Mei Hung, the widow of a Chinese colonel, be transported by the American demolition team to the nearest major town.",0.4049,6.9,10,US,United States,"[18, 10752]",US,World War II,1,['1944'],overview,,consistent
102170,The Steel Claw,The Steel Claw,en,1961-09-20,1961,1960,"A Marine stationed in the Philippines loses a hand in an accident and is discharged from the Corps. When the Japanese invade the Philippines, he is called back into service to rescue a general held by Filipino guerrillas behind Japanese lines. Attaching a steel prosthetic in place of his missing hand, he and his men set out on the mission, which turns out to be not quite what he was told it was.",0.1794,5.4,8,US,United States,"[18, 10752]",US,,0,[],,,no_check_needed
102177,The Thousand Plane Raid,The Thousand Plane Raid,en,1969-07-15,1969,1960,"In 1943, Colonel Greg Brandon, stationed at an United States Army Air Forces 8th Air Force, 103rd Bomb Group base in England, repeatedly attempts to persuade superiors that massive daylight bombing will hasten the end of World War II. In spite of the mission's extreme difficulty, his plan is finally put into effect against a German aircraft factory.  During preparation for the raid, Brandon alienates his men by insisting that normal bombing operations continue. His disdain for cautious Lieutenant Archer and brash RAF Wing Commander Trafton Howard further antagonizes his associates, including his girl friend, WAC Lieutenant Gabrielle Ames.  When his bomber crashes the morning of the mission, Brandon boards a bomber manned by Archer and Howard. During the effective air raid, he is impressed by Archer's courage and Howard's judgment.",0.4979,6.375,8,US,United States,"[12, 10752]",US,World War II,2,"['world war ii', '1943']",overview,,consistent
102569,Thomas the Impostor,Thomas l'imposteur,fr,1965-06-01,1965,1960,"In the First World War, when Paris is expected to fall to the Germans, the attractive widow, Princesse de Bormes, organises a convoy of cars to evacuate the wounded from the front, and bring them back to her villa in Paris to recuperate. The authorities will not give them passes until an innocent 16-year-old boy, Guillaume Thomas de Fontenoy, joins them and is mistaken as the nephew of the popular General de Fontenoy. The Princess is enraptured by Thomas and her daughter, Henriette, falls in love with him. However Thomas feels impelled to see more of the action of the war.",0.2579,6.531,16,FR,France,"[18, 10752]",FR,,0,[],,World War I,no_check_needed
102966,Revolt at Fort Laramie,Revolt at Fort Laramie,en,1957-03-01,1957,1950,"At the breaking of the Civil War the garrison of Fort Laramie splits between the sympathezers of the two different factions, but when the fort is attacked by the Sioux, they unite their forces to fight them.",0.3301,6.575,20,US,United States,"[28, 10752, 37]",US,,0,[],,,no_check_needed
103119,Two Flags West,Two Flags West,en,1950-10-12,1950,1950,A group of confedarate prisoners is sent to a unionist fort in the west to help the local garrison to fight the indians.,0.4507,6.267,30,US,United States,"[37, 10752]",US,,0,[],,,no_check_needed
103156,Wunderkinder,Wunderkinder,de,2011-07-07,2011,2010,"Three musically talented children look to the future, but their hopes crumble when Germany and Russia enter into war.",0.4292,6.6,28,DE,Germany,"[18, 10752, 10402]",DE,,0,[],,,no_check_needed
103265,The Steel Bayonet,The Steel Bayonet,en,1958-02-01,1958,1950,"Tunis, 1943. Battle-weary troops of Company C have orders to occupy a derelict Tunisian farmhouse. They are to establish an artillery observation post, reporting on enemy movements before the imminent offensive to liberate Tunis. However German infantrymen discover their operations. The ensuing battle for control of this small piece of land will decide who controls Tunis but more critically, the victors in the battle of democracy versus fascism.",0.1674,5.667,6,"GB,US","United Kingdom,United States","[18, 10752]",GB,World War II,1,['1943'],overview,,consistent
103393,The Sea and Poison,海と毒薬,ja,1986-10-17,1986,1980,Two interns and a nurse are interrogated by American MPs for their involvement in an atrocity during the war: the vivisections of a downed American air crew.,1.1191,7.067,15,JP,Japan,"[18, 10752]",JP,,0,[],,,no_check_needed
103461,Shinsengumi Chronicles,新選組始末記,ja,1963-01-03,1963,1960,"As winds of change sweep Japan, an honest man joins the Shinsengumi out of admiration for its leader, and because he wants to live and die as a samurai. However, as his involvement grows, reality and idealism come into deadly conflict.",1.1754,6.667,12,JP,Japan,"[28, 53, 10752]",JP,,0,[],,Pre-modern conflicts,no_check_needed
103547,Daresalam,Daresalam,ar,2001-01-01,2001,2000,"In a small Central African village, boyhood friends Djimi and Koni have come of age under a post-colonial government that levies crippling taxes and legally robs local farmers of their meager crops. When impulsive Koni savagely attacks a visiting government official, the resulting massacre forces the two friends on a journey that will transform them from boys into men, from farmers into soldiers and from villagers into revolutionaries. ""We fight in one world so we can live in another,"" declares Koni as the two battle shoulder to shoulder against government troops. But while Koni embraces the politics and carnage of their dangerous new guerilla existence, Djimi longs for the simplicity and grace of the village life they've left behind. As the rebels move closer to victory, the two friends move closer to a clash of their own.",0.0821,6.0,5,FR,France,"[18, 10752]",FR,,0,[],,,no_check_needed
103566,Homeland Security,Homeland Security,en,2004-04-11,2004,2000,"Admiral McKee is retired, when following the events of 9/11 he receives a call from the White House informing him that his commander in chief requires him to serve his country once again. Shortly after this he is sworn into office as a senior member of the Office of Homeland Security under Tom Ridge. Once in office Admiral McKee faces the challenge of organizing this new office so as to prevent further terrorist attacks against the United States. With this in mind, Admiral McKee's wife recommends he speaks to his friend, NSA Agent Sol Binder.",0.6172,4.833,6,US,United States,"[18, 10752, 10770]",US,War in Afghanistan,1,['9/11'],overview,,consistent
103625,"Salome, Where She Danced","Salome, Where She Danced",en,1945-04-17,1945,1940,"During the Austrian-Prussian war, Anna Marie is a dancer who is forced to flee her country after she is accused of being a spy. She ends up in a lawless western town in Arizona, where she uses her charms and dancing skills to transform herself into ""Salome"" during her dance routines.",0.365,4.143,7,US,United States,"[37, 10752, 18, 10402]",US,,0,[],,,no_check_needed
103742,In the Fog,В тумане,ru,2012-11-22,2012,2010,"Western frontiers of the USSR, 1942. The region is under German occupation. A man is wrongly accused of collaboration. Desperate to save his dignity, he faces an impossible moral choice.",1.1334,6.2,69,"DE,RU","Germany,Russia","[18, 10752, 36]",DE,World War II,1,['1942'],overview,,consistent
104354,The Tree of Guernica,L'Arbre de Guernica,fr,1975-11-19,1975,1970,"The fictional town of Villa Romero is the set upon which the events of Spain's civil war play out. Villa Romero is home to Vandale (Mariangela Melato) a witch, count Cerralbo (Bento Urago) a powerless land baron, and his four sons. Three of Cerralbo's sons are ruthless sadists who pillage the countryside, but the fourth, Goya (Ron Faber), is an artist challenging authority and the church.",0.1356,6.412,17,FR,France,"[18, 10752]",FR,,0,[],,,no_check_needed
104442,The Human Bullet,肉弾,ja,1968-10-22,1968,1960,"A soldier has been in the Japanese military for the entirety of WWII, and in that time, his dedication to the army has never faltered. However, as the war draws to a close, his commanding officers become increasingly desperate and push their men to ever more absurd extremes. The ridiculousness of the orders from above peak when the hero of the story is assigned to drive a one-man submarine straight into the hull of an enemy battleship.",1.0911,5.857,14,JP,Japan,"[35, 18, 10752]",JP,World War II,1,['wwii'],overview,,consistent
104531,The Cut-Throats,The Cut-Throats,en,1969-01-01,1969,1960,"Captain Kohler recruits an outfit of five American soldiers besides himself (dubbed ""The Cut-Throats,"") to attack a German stronghold to capture battle plans... although his real motive is to steal a cache of jewels that is Nazi plunder. After the enemy soldiers are gunned down, the beautiful women in the compound treat The Dirty Half-Dozen to a stage show and, later, themselves.",0.5865,3.765,17,US,United States,"[28, 10752, 12, 80, 18]",US,World War II,1,['nazi'],overview,,consistent
104753,Soldiers in Hiding,Soldiers in Hiding,en,1984-11-11,1984,1980,"A portrait of several Vietnam War veterans living ""off the grid."" Upon returning home from the war, these men found themselves unable to exist in normal society due to the lasting psychological scars from Vietnam, and, subsequently, chose to live a life of solitude and survival in the American wilderness.",0.1739,6.0,6,US,United States,"[99, 10752]",US,Vietnam War,1,['vietnam war'],overview,,consistent
104776,Anatahan,アナタハン,ja,1953-06-28,1953,1950,"From June 1944, twelve Japanese seamen are stranded for seven years on an abandoned and forgotten island called Anatahan.",1.0853,6.767,45,JP,Japan,"[18, 10752]",JP,World War II,1,['1944'],overview,,consistent
105945,Memorial Day,Memorial Day,en,2011-06-06,2011,2010,"Memorial Day, 1993. When 13-year-old Kyle Vogel discovers the World War II footlocker belonging to his grandfather, Bud, everyone tells Kyle to put it back. Luckily, he ignores them. Although Bud has never talked about the war, he finds himself striking a deal with his grandson: Kyle can pick any three souvenirs, and Bud will tell him the stories behind each one. Memorial Day not only takes us on a journey into Bud's complicated wartime past, but also into Kyle's wartime future. As the two men share parallel experiences in combat, they come to realize how that magical day on the porch shaped both of their lives. ",0.5319,6.105,77,US,United States,"[28, 18, 10752, 36]",US,World War II,2,"['world war ii', 'wartime']",overview,,consistent
106017,The Angry Hills,The Angry Hills,en,1959-07-29,1959,1950,"In 1941 Greece, on the eve of German occupation, cynical American foreign correspondent Michael Morrison arrives in Athens, intending to depart for London the following day. While there he is tricked into smuggling a list of resistance leaders out of the country and is pursued by the Germans.",0.5147,4.5,19,"GB,US","United Kingdom,United States","[18, 10752, 53]",GB,World War II,1,['1941'],overview,,consistent
106449,The Private Navy of Sgt. O'Farrell,The Private Navy of Sgt. O'Farrell,en,1968-05-08,1968,1960,"Sgt. O'Farrell an Army soldier on an island in the South Pacific during World War II is trying to bring the two basics of life to his fellow servicemen, women and beer. The supply ship carrying the beer is torpedoed and the contingent of nurses consists of six males and ugly nurse Nellie Krause. If he could at least try to salvage the shipment of beer.",0.2865,6.3,5,US,United States,"[35, 10752]",US,World War II,1,['world war ii'],overview,,consistent
106579,The Hussars,Les Hussards,fr,1955-12-14,1955,1950,"Brigadier Le Gouce and Private Flicot lose their horses during a campaign in Italy. To avoid looking ridiculous, the two hussars cross the country in search of their mounts. But when they are mistaken for deserters, their regiment gives chase.",0.2818,6.0,14,FR,France,"[10752, 35, 12]",FR,,0,[],,,no_check_needed
106770,The Bamboo Blonde,The Bamboo Blonde,en,1946-07-15,1946,1940,"A pilot of a B 29 meets Louise Anderson, a singer in a New York nightclub. He falls in love with her, but he had to leave next day for action in the Pacific. He lets paint her picture on his bomber, the ""Bamboo Blonde"" and becomes a hero with his crew sinking a Japanese battleship and shooting down a Japanese fighter wing. Back in New York, he leaves his fiancée and engages him to Louise.",0.2944,5.6,5,US,United States,"[10752, 10749]",US,,0,[],,,no_check_needed
106854,Henry V,Henry V,en,1979-12-23,1979,1970,"Insulted by the Dauphin, the newly-crowned King Henry V gathers his troops for war. But Henry must convince his men that he has left his wild days behind, and prove himself as a leader.",0.3057,6.2,5,GB,United Kingdom,"[18, 10752, 10770]",GB,,0,[],,,no_check_needed
107076,A Hill in Korea,A Hill in Korea,en,1956-09-18,1956,1950,"Based on real events, A Hill in Korea charts the fortunes of a small group of British soldiers serving in the Korean War. Out on a routine patrol, the soldiers find that Chinese troop movements have cut them off from their own lines. They try to fight their way back to safety but with the enemy surrounding them on all sides, the prospects look bleak. Facing almost insurmountable odds, they decide to stand a fight.",0.441,6.5,19,"GB,US","United Kingdom,United States","[10752, 18, 36]",GB,Korean War,1,['korean war'],overview,,consistent
107170,Ghost Recon: Alpha,Ghost Recon: Alpha,en,2012-05-01,2012,2010,Ghost Recon: Alpha sees a team led by Ghost Leader infiltrate a trade at a Russian depot between a general and a mysterious other figure.,1.1015,7.151,129,"GB,US","United Kingdom,United States","[28, 878, 53, 10752]",GB,,0,[],,,no_check_needed
107520,Hasenjagd - Vor lauter Feigheit gibt es kein Erbarmen,Hasenjagd - Vor lauter Feigheit gibt es kein Erbarmen,de,1994-10-23,1994,1990,"This film is based on the actual events referred to as the ""Mühlviertler Hasenjagd"" (Hare-hunt in the Mühlviertel) which occurred in February 1945 around the Mauthausen concentration camp. 500 Soviet officers form death block 20 attempt to escape, but only 150 of them actually succeed. Following the tally-ho of the SS, a barbaric manhunt begins. Only very few fugitives survive. With a lot of good luck, the two young officers Michail and Nikolai reach the Karner family's farm. Frau Karner persuades her husband to hide the two escapees.",0.0894,6.0,11,DE,Germany,"[36, 10752, 18]",DE,World War II,1,['concentration camp'],overview,,consistent
108245,Force of Arms,Force of Arms,en,1951-08-13,1951,1950,"During the winter of 1943, the German Army halted the American advance in the mountains of Italy; back-and-forth combat decimates Joe Peterson's platoon. On leave in Naples, Joe meets WAC lieutenant Eleanor MacKay; initially cool, she begins to melt during a bombing raid. Their romance develops despite Joe's periodic returns to the front. But whether he'll come back in the end becomes more than doubtful.",0.3919,6.7,10,US,United States,"[10752, 10749, 18]",US,World War II,1,['1943'],overview,,consistent
108794,Sharpe's Revenge,Sharpe's Revenge,en,1997-05-07,1997,1990,"Toulouse, April 1814.  The Peninsula war is finally over for Britain and its allies, but the action does not end here for Sharpe. He is set up once again by his long-time enemy, the French spy Ducos, and finds himself accused of stealing Napoleon’s priceless treasures. Having been abandoned by his beautiful wife Jane, who returns to England, and persecuted by both the British and French, Sharpe boldly goes in search of both truth and revenge, embarking on a perilous journey across post-war France with the help of his loyal friends Frederickson and Harper.",0.4663,7.2,27,GB,United Kingdom,"[10752, 28, 12, 36, 10770]",GB,,0,[],,,no_check_needed
108812,Until They Sail,Until They Sail,en,1957-10-08,1957,1950,Four sisters in New Zealand fall for soldiers en route to the Pacific theater in WWII.,0.5481,6.344,32,US,United States,"[10749, 18, 10752]",US,World War II,1,['wwii'],overview,,consistent
108855,Red Rose of Normandy,Red Rose of Normandy,fr,2011-05-03,2011,2010,"Klaus Muller, a battle-hardened veteran, finds himself fighting for his life on the Russian front. Surrounded by overwhelming numbers of Russian tanks and planes, he and his men are doomed until famed German tank ace, Michael Wittmann, shows up in his Tiger Tank and saves the day. Once wounded, Klaus is transferred to Normandy to serve under Field Marshal Rommel just days before the Allied invasion. Much to his surprise, he finds that his beloved Klaudia is also stationed nearby as a field nurse. Unfortunately, so is her father, who is working with the French resistance and now finds himself pursued by the ruthless Gestapo officer Brahms, whose search leads him to Klaus and Klaudia attempting a rescue. They are caught and imprisoned. As D-Day begins and the Allies attack from the beaches and the sky, they escape from the prison, fighting the Gestapo in the middle of the biggest invasion in world history... Written by tino struckmann",0.1967,3.2,7,FR,France,"[18, 28, 10752]",FR,World War II,4,"['d-day', 'normandy', 'gestapo', 'french resistance']",overview,,consistent
109364,Guernica,Guernica,fr,1951-06-06,1951,1950,"Alain Resnais & Robert Hessen use the famous Picasso mural ""Guernica"" in combination with newspaper headlines in an anti-war cry against the Spanish Civil War. Narration by Jacques Pruvost highlights the Guernica atrocity of April 1937, followed by a poem by Paul Eluard read by María Casares to a discordant score by Guy Bernard.",0.2513,6.034,29,FR,France,"[99, 10752]",FR,,0,[],,,no_check_needed
109441,Don't Go Near the Water,Don't Go Near the Water,en,1957-11-14,1957,1950,Madison Avenue-trained Navy men handle public relations on a South Pacific island during World War II.,0.4233,5.294,17,US,United States,"[35, 12, 10749, 10752]",US,World War II,1,['world war ii'],overview,,consistent
109475,Ironclads,Ironclads,en,1991-03-11,1991,1990,"Ironclads is a 1991 made-for-television movie produced by Ted Turner's TNT company about the events behind the creation of the CSS Virginia from the remains of the USS Merrimack and the battle between the Virginia and the USS Monitor in the Battle of Hampton Roads, March 8, 1862-March 9, 1862.",0.3158,7.4,5,US,United States,"[10770, 36, 10752]",US,,0,[],,American Civil War,no_check_needed
109535,Purgatory,Чистилище,ru,1998-03-23,1998,1990,"This is a story about the battle for a hospital building in Grozny (Chechnya) in January 1995 between Russian Army forces and Chechen rebels supported by Arabian mujahideen and international mercenaries. Although the story is fictional, most of the characters are based on real-life prototypes and events are the compilation of true events during the Grozny Siege in the First Chechen War.",1.2792,4.9,34,RU,Russia,"[10752, 10770, 28]",RU,First Chechen War,4,"['chechnya', 'chechen', 'grozny', 'first chechen war']",overview,,consistent
110116,South Sea Woman,South Sea Woman,en,1953-06-27,1953,1950,"Marine Sergeant James O'Hearn is being tried at the San Diego Marine base for desertion, theft, scandalous conduct and destruction of property in time of war. He refuses to testify or plead guilty or not guilty to the charges. Showgirl Ginger Martin takes the stand against his protest. She testifies O'Hearn won't talk because he is protecting the name of his pal, Marine Private Davey White. Ginger tells how she, broke and stranded, met the two marines in Shanghai two weeks before Pearl Harbor.",0.3983,4.8,10,US,United States,"[12, 35, 10749, 10752]",US,World War II,1,['pearl harbor'],overview,,consistent
110138,Night Wars,Night Wars,en,1988-03-01,1988,1980,"Two Vietnam Veterans have realistic nightmares about the war. So real are these nightmares that they start getting injured in them, and bringing things back that they had in the dream. They then buy weapons and go in to try and get one of their friends out that originally died in a POW camp during the Vietnam war. This is made harder by a traitor from the US Military Corps.",0.2035,4.75,8,US,United States,"[27, 878, 10752]",US,Vietnam War,1,['vietnam war'],overview,,consistent
110631,The Human Shield,The Human Shield,en,1992-03-27,1992,1990,The Human Shield is a 1991 film directed by Ted Post. It stars Michael Dudikoff and Tommy Hinkley. It is about a former government agent who must save his diabetic brother from Iraqi abductors.,0.4463,5.667,15,US,United States,"[28, 18, 10752]",US,Gulf War,1,['iraqi'],manual_correction,,consistent
111043,Springfield Rifle,Springfield Rifle,en,1952-10-22,1952,1950,"Major Lex Kearney, dishonourably discharged from the army for cowardice in battle, volunteers to go undercover to try to prevent raids against shipments of horses desperately needed for the Union war effort. Falling in with the gang of jayhawkers and Confederate soldiers who have been conducting the raids, he gradually gains their trust and is put in a position where he can discover who has been giving them secret information revealing the routes of the horse shipments.",0.6993,6.362,47,US,United States,"[10752, 37]",US,,0,[],,,no_check_needed
111237,White Tiger,Белый тигр,ru,2012-05-03,2012,2010,"WWII, 1945. After barely surviving a battle with a mysterious, ghostly-white German Tiger tank, Red Army Sergeant Ivan Naydenov becomes obsessed with its destruction.",1.2034,5.7,107,RU,Russia,"[28, 12, 14, 10752]",RU,World War II,2,"['wwii', 'red army']",overview,,consistent
111340,War Horse: The Real Story,War Horse: The Real Story,en,2012-03-04,2012,2010,"The truth about the million British horses that served in World War I is even more epic than Steven Spielberg’s War Horse feature film. This documentary tells their extraordinary, moving story, begining with the mass call-up of horses from every farm and country estate in the land. Racing commentator Brough Scott tells the tale of his aristocratic grandfather General Jack Seely and his beloved horse Warrior, who would become the most famous horse of the war. The British Army hoped its illustrious cavalry regiments would win a swift victory, but it would be years before they enjoyed their moment of glory. Instead, in a new era of mechanised trench warfare, the heavy horses transporting guns, ammunition and food to the front-line troops were most important. A quarter of a million of these horses died from shrapnel wounds and disease. But the deep bond that developed between man and horse helped both survive the hell of the Somme and Passchendaele.",0.1584,7.4,7,GB,United Kingdom,"[99, 36, 10752]",GB,,0,[],,World War I,no_check_needed
111367,For Ever Mozart,For Ever Mozart,fr,1996-11-27,1996,1990,"Episodic film that follows a theater troupe from France attempting to put on a play in Sarajevo. Along their journey they are captured and held in a POW camp, and they call for help from their friends and relations in France.",0.3654,5.905,21,FR,France,"[18, 35, 10752]",FR,Bosnian War,1,['sarajevo'],overview,,consistent
111501,Sharks and Little Fish,Haie und kleine Fische,de,1957-09-26,1957,1950,Four young German naval cadets begin their military service in 1940; only one of them will survive.,0.1949,5.8,5,DE,Germany,"[10752, 18]",DE,World War II,1,['1940'],overview,,consistent
111521,U47 - Kapitänleutnant Prien,U47 - Kapitänleutnant Prien,de,1958-09-25,1958,1950,In 1939 German U-boat captain Günther Prien receives orders to infiltrate the British Royal Navy base at Scapa Flow and sink British warships.,0.3405,5.875,8,DE,Germany,[10752],DE,,0,[],,,no_check_needed
111736,War Paint,War Paint,en,1953-08-28,1953,1950,An Indian and his beautiful sister attempt to destroy a cavalry patrol trying to deliver a peace treaty to their chief.,0.42,5.6,13,US,United States,"[37, 12, 10752]",US,,0,[],,,no_check_needed
111752,Man in the Middle,Man in the Middle,en,1964-01-27,1964,1960,"In a remote jungle outpost in the Far Eastern theater of World War II, a hotheaded American soldier murders an allied British sergeant in cold blood. Stalwart American Lt. Colonel Barney Adams (Mitchum) is dispatched to defend him in the ensuing court martial. But when Lt. Adams starts encountering roadblocks in his search for evidence, and his key witnesses start disappearing one after another, he soon realizes he's merely a pawn in a mysterious conspiracy that could extend to the highest levels of military power.",0.3468,6.5,23,"GB,US","United Kingdom,United States","[10752, 18]",GB,World War II,1,['world war ii'],overview,,consistent
112209,War Game,War Game,en,2002-02-11,2002,2000,"Based on the picture book by Michael Foreman, WAR GAME tells the story of Will, Lacey and Freddie – three young Suffolk lads who leave their idyllic country lives to fight in the trenches of World War I. Surrounded by the chaos and confusion of war, they can only dream of their football team, their friends and the families they have left behind.",0.4031,7.2,8,GB,United Kingdom,"[16, 18, 10751, 10752]",GB,,0,[],,World War I,no_check_needed
112265,Saturday Island,Saturday Island,en,1952-03-20,1952,1950,"When their hospital ship sinks in the South Pacific during WWII, military nurse Elizabeth Smythe and Marine Michael Dugan find themselves stranded — and soon enough, falling in love — on an idyllic tropical island. But when British pilot William Peck crash-lands on their cozy little atoll, Dugan suddenly discovers he has a rival in love.",0.3899,5.6,7,"GB,US","United Kingdom,United States","[12, 10752, 10749]",GB,World War II,1,['wwii'],overview,,consistent
112672,Ambush at Cimarron Pass,Ambush at Cimarron Pass,en,1958-03-01,1958,1950,A small Army patrol unit and a couple of former Confederates reluctantly throw in their lot together after being attacked by a band of Native Americans.,0.7506,5.409,22,US,United States,"[28, 10752, 37]",US,,0,[],,,no_check_needed
112959,Boyhood,少年期,ja,1951-05-12,1951,1950,"When a family has to relocate due to the war, they are ostracized by their new community.",0.6427,6.923,13,JP,Japan,"[18, 10752]",JP,,0,[],,,no_check_needed
113073,Count Five and Die,Count Five and Die,en,1957-12-23,1957,1950,"Dutch patriots, a U.S. officer and a British spy fool the Nazis with a fake Soho film company.",0.2928,5.556,9,"GB,US","United Kingdom,United States","[10752, 18]",GB,World War II,1,['nazis'],overview,,consistent
113290,The Long Way Home,The Long Way Home,en,1997-09-19,1997,1990,The story of the post World War II Jewish refugee situation from liberation to the establishment of the modern state of Israel.,0.4151,7.071,14,US,United States,"[99, 36, 10752]",US,World War II,2,"['world war ii', 'jewish refugee']",overview,,consistent
113362,Hitler's Children,Hitler's Children,en,2011-11-21,2011,2010,"Their family name alone evokes horror: Himmler, Frank, Goering, Hoess. This film looks at the descendants of the most powerful figures in the Nazi regime: men and women who were left a legacy that indelibly associates them with one of the greatest abominations in history. What is it like to have grown up with a name that immediately raises images of genocide? How do they live with the weight of their ancestors' crimes? Is it possible to move on from the crimes of their ancestors?",0.0931,6.8,32,DE,Germany,"[10752, 99, 36]",DE,World War II,1,['nazi'],overview,,consistent
113464,Inchon,Inchon,en,1981-05-04,1981,1980,"Gen. Douglas MacArthur leads a Korean War campaign, and the war tests a married couple's relationship.",0.7824,3.933,15,US,United States,"[36, 10752, 18]",US,Korean War,1,['korean war'],overview,,consistent
113752,USS Seaviper,USS Seaviper,en,2012-05-28,2012,2010,"Direct to DVD movie: The German U-Boat, U-234, from the Port of Kiel is trading cargo with the Japanese. USS Seaviper must locate and stop this dangerous exchange. The Captain of USS Seaviper must go ashore to conduct reconnaissance on an island near Sumatra, but the ship is left in the hands of Mister Cutter, after the Executive Officer is injured in battle. A conflict between Cutter and the Chief of the Boat puts the submarine in jeopardy. Seaviper is trapped below the surface, with decreasing oxygen, and a Japanese destroyer hunting them from above. Damage to the boat also leave her survival in question. They must fight the Japanese destroyer and get the information about U-235 back to Pearl Harbor.",0.159,3.2,19,US,United States,"[28, 10752, 18]",US,World War II,1,['pearl harbor'],overview,,consistent
114060,Me and the Colonel,Me and the Colonel,en,1958-10-01,1958,1950,"Nazis are about to overrun France, and a Jewish man named Jacobowsky is stranded in Paris. He hitches a ride with reluctant Polish serviceman Colonel Prokoszny, who harbors a bias against Jews. They are soon joined by Prokoszny's bride-to-be, Suzanne, who takes an immediate liking to the engaging Jacobowsky. This furthers the hostility between Jacobowsky and Prokoszny, but they must put their differences aside to evade the Nazis trailing them.",0.3011,6.474,19,US,United States,"[35, 10752]",US,World War II,1,['nazis'],overview,,consistent
114189,Remembrance,Die verlorene Zeit,de,2011-11-24,2011,2010,"Hannah, a young Jewish girl, is rescued from a concentration camp by her Polish boyfriend, and believes he died after their perilous escape. More than 30 years later, the married Hannah faces an emotional crisis when she learns he's alive.",0.4848,6.8,41,DE,Germany,"[18, 10749, 10752]",DE,World War II,1,['concentration camp'],overview,,consistent
114508,Black Fox: The Rise and Fall of Adolf Hitler,Black Fox: The Rise and Fall of Adolf Hitler,en,1962-08-25,1962,1960,The rise and fall of Nazi Germany in part through the use of classical allegory.,0.1782,6.9,7,US,United States,"[99, 36, 10752]",US,World War II,1,['nazi'],overview,,consistent
114516,Genocide,Genocide,en,1982-03-14,1982,1980,"The mass murder of Jewish people by the Nazi regime is chronicled, with a warning that anti-Semitism is on the rise and the events of the Holocaust could happen again. The history of European Jewish culture and events before and during the Holocaust are seen in newsreels, photographs, and animated segments. The words of the victims of the era are read, and footage from the liberation os a concentration camp is shown.",0.2573,7.55,20,US,United States,"[99, 36, 10752]",US,World War II,3,"['nazi', 'holocaust', 'concentration camp']",overview,,consistent
114620,Delta Force One: The Lost Patrol,Delta Force One: The Lost Patrol,en,2000-10-05,2000,2000,An elite commando unit must rescue a captured peacekeeping force from a ruthless international arms dealer.,0.3547,5.067,15,US,United States,"[28, 10752]",US,,0,[],,,no_check_needed
114705,A Tale of Archery at the Sanjusangendo,三十三間堂・通し矢物語,ja,1945-06-28,1945,1940,"Young, timid bowmaster Kazuma seeks to beat the archery record set by Hoshino Kanzaemon, a mysterious figure who, it is rumoured, drove the previous champion—Kazuma’s father—to suicide. Possessed of much raw talent, Kazuma is very much a coward, holing up in an inn and generally avoiding confrontation. Despite his best attempts to remain clandestine, the locals know of Kazuma’s purpose and an attempt is made on his life. He's saved by Karatsu Kanbei, a samurai who offers to help Kazuma hone his archery skills, though it becomes clear that this apparently selfless stranger has potentially shady ulterior motives.",0.5785,6.143,7,JP,Japan,"[10752, 18, 36]",JP,,0,[],,Pre-modern conflicts,no_check_needed
