id,title,original_title,original_language,release_date,release_year,decade,overview,popularity,vote_average,vote_count,origin_country_code,origin_country_name,genre_ids,primary_country,matched_conflict,match_score,matched_keywords,match_source,out_of_scope_category,temporal_check
48412,Battle of the Coral Sea,Battle of the Coral Sea,en,1959-11-01,1959,1950,A US submarine and its crew are captured by the Japanese on the eve of a major WWII battle.,0.2187,5.841,22,US,United States,"[10752, 18, 10749]",US,World War II,1,['wwii'],overview,,consistent
48457,Platoon Leader,Platoon Leader,en,1988-10-01,1988,1980,"West Point graduate lieutenant Jeff Knight meets cynicism when taking command of sergeant Michael McNamara's tour veterans platoon in a Vietnamese trench camp. Unlike his predecessor, who hid till the end of his tour, Jeff takes charge, experiences the manual doesn't allow coping with all realities and gets wounded. He returns, now fully respect by men and superiors. Besides the Vietcong, the platoon wrestles with the inscrutable villagers, which the G.I.'s officially protect, but also fear as some collaborate with them, other covertly with the Cong, either way subject to bloody reprisals.",0.854,5.5,58,US,United States,"[18, 10752, 28]",US,Vietnam War,1,['vietcong'],overview,,consistent
48565,Grey Knight,Grey Knight,en,1993-03-07,1993,1990,"During the Civil War, Confederate soldiers accidentally free an evil voodoo entity brought back by slave traders. The entity possesses the dead bodies of both Union and Confederate soldiers creating an army of its own bent on conquest.",0.5682,5.25,10,US,United States,"[18, 27, 10752]",US,,0,[],,,no_check_needed
48580,A Self-Made Hero,Un héros très discret,fr,1996-05-15,1996,1990,Set in France at the end of World War II Albert Dehousse finds out his father wasn't a war hero and his mother is a collaborator.,0.6468,6.857,115,FR,France,"[18, 10752, 35]",FR,World War II,2,"['world war ii', 'collaborator']",overview,,consistent
48769,Gramps Is in the Resistance,Papy fait de la résistance,fr,1983-10-26,1983,1980,"It is 1943 in Paris. Like so many others, the Bourbelle family's home has been taken over by the Germans and they now live in their cellar. Little do they know that the son, Guy-Hubert Bourdelle, is far from being the cowardly hairdresser he pretends. He is in truth the Germans’ most feared opponent: le super-résistant!",0.9106,6.865,443,FR,France,"[35, 10752]",FR,World War II,1,['1943'],overview,,consistent
48785,The Last Train,Последний поезд,ru,2004-02-05,2004,2000,"A fat middle-aged man in German officer's uniform gets off a train somewhere in Russia in winter. He is a doctor who has just been called up we learn eventually. This is the end of the line- the Germans are about to retreat. He goes to a hospital which is being evacuated and is thrown out. Kicked out he wanders with another conscript- a failed actor turned postman. The postman is deafened by a shell explosion. They meet their Russian equivalents, others as bad at killing as they are, while other Russians and Germans kill one another around them.",0.275,4.727,11,RU,Russia,"[18, 10752]",RU,,0,[],,,no_check_needed
49011,The True Glory,The True Glory,en,1945-08-27,1945,1940,A documentary account of the allied invasion of Europe during World War II compiled from the footage shot by nearly 1400 cameramen. It opens as the assembled allied forces plan and train for the D-Day invasion at bases in Great Britain and covers all the major events of the war in Europe from the Normandy landings to the fall of Berlin.,0.3258,6.474,19,GB,United Kingdom,"[99, 10752]",GB,World War II,4,"['world war ii', 'd-day', 'normandy', 'allied forces']",overview,,consistent
49046,All Quiet on the Western Front,Im Westen nichts Neues,de,2022-10-07,2022,2020,"Paul Baumer and his friends Albert and Muller, egged on by romantic dreams of heroism, voluntarily enlist in the German army. Full of excitement and patriotic fervour, the boys enthusiastically march into a war they believe in. But once on the Western Front, they discover the soul-destroying horror of World War I.",7.326,7.718,4636,DE,Germany,"[10752, 18]",DE,,0,[],,World War I,no_check_needed
49324,The Last Bullet,The Last Bullet,en,1995-05-05,1995,1990,"Set during WWII, an Australian and Japanese soldier play a deadly game of Cat and mouse in a South Pacific Jungle.",0.2601,4.2,5,US,United States,"[28, 18, 10752]",US,World War II,1,['wwii'],overview,,consistent
49363,Samurai Banners,風林火山,ja,1969-03-01,1969,1960,"Kansuke Yamamoto is a samurai who dreams of a country united, peaceful from sea to sea. He enters the service of Takeda, the lord of Kai domain. He convinces Takeda to kill the lord of neighboring Suwa and take his wife as a concubine. He then convinces the widow, Princess Yu, to accept this arrangement and to bear Takeda a son. He pledges them his life. He then spends years using treachery, poetic sensibility, military and political strategy to expand Takeda's realm, advance the claim of Yu's son as the heir, and prepare for an ultimate battle with the forces of Echigo. Has Kansuke overreached? Are his dreams, blinded by love, too big?",1.51,7.352,27,JP,Japan,"[28, 10752, 36]",JP,,0,[],,Pre-modern conflicts,no_check_needed
49426,The Fog,Туман,ru,2010-05-09,2010,2010,"Present time. A squad of young soldiers of the Russian army during the march-throw splits from the main group. In order to save time, they decide to cut the path, but get into the strange fog, which transfers them to the past, right into the World War the Second. Boys, who saw fight only in the movies, and imagined it on the training field, get into the heart of the real WAR. Real courage, real fear, real love and hate, and real DEATH. No time to ask questions. Survive and fight for your country!",0.5969,5.1,14,RU,Russia,"[18, 10752, 878]",RU,,0,[],,,no_check_needed
49542,Wartorn: 1861-2010,Wartorn: 1861-2010,en,2010-11-11,2010,2010,"With suicide rates among active military servicemen and veterans currently on the rise, this documentary brings urgent attention to the invisible wounds of war. Drawing on personal stories of American soldiers whose lives and psyches were torn asunder by the horrors of battle and PTSD, the documentary chronicles the lingering effects of combat stress and post-traumatic stress on military personnel and their families throughout American history, from the Civil War through today's conflicts in Iraq and Afghanistan.",0.4197,5.8,8,US,United States,"[99, 10752]",US,War in Afghanistan,1,['afghanistan'],overview,,consistent
49719,Zeppelin,Zeppelin,en,1971-04-08,1971,1970,"The outbreak of World War I places Scots officer Geoffrey Richter-Douglas in an uncomfortable position. Although his allegiance is to Britain, his mother was from an aristocratic Bavarian family, and he spent his summers in Germany as a child. When Geoffrey is approached by a German spy who offers him a chance to defect, he reports the incident to his superiors, but instead of arresting the spy they suggest that he accept her offer--and become an Allied agent. In Germany, among old friends, Geoffrey discovers that loyalty is more complicated than he expected, especially when he finds himself aboard the maiden voyage of a powerful new prototype Zeppelin, headed for Scotland on a secret mission that could decide the outcome of the war.",0.5381,6.186,35,GB,United Kingdom,"[12, 18, 10752]",GB,,0,[],,World War I,no_check_needed
49798,Regeneration,Regeneration,en,1997-08-27,1997,1990,"Wilfred Owen and Siegfried Sassoon, two of England's most important World War I poets are sent, along with other traumatized combatants, to a rest home in order to treat their emotional troubles, caused by the psychological fatigue that suffer the soldiers fighting in the no man's land.",0.8458,5.533,30,GB,United Kingdom,"[18, 10752]",GB,,0,[],,World War I,no_check_needed
50474,The Four Horsemen of the Apocalypse,The Four Horsemen of the Apocalypse,en,1962-02-07,1962,1960,"In Argentina, one daughter of patriarch Madariaga is married to a Frenchman while the other is married to a German thus leading to a crisis when Nazi Germany occupies France and some Madariaga family members fight on opposite sides.",0.839,5.9,58,US,United States,"[18, 10752]",US,World War II,1,['nazi'],overview,,consistent
50601,5 Days of War,5 Days of War,en,2011-06-06,2011,2010,"An American journalist and his cameraman are caught in the combat zone during the first Russian airstrikes against Georgia. Rescuing Tatia, a young Georgian schoolteacher separated from her family during the attack, the two reporters agree to help reunite her with her family in exchange for serving as their interpreter. As the three attempt to escape to safety, they witness--and document--the devastation from the full-scale crossfire and cold-blooded murder of innocent civilians.",1.039,5.661,211,US,United States,"[10752, 18]",US,,0,[],,,no_check_needed
50618,Fortress of War,Брестская крепость,ru,2010-11-04,2010,2010,"The film covers the heroic defence of the Brest Fortress, which was attacked during the first strike of German invaders on June 22 1941. The story describes the events of the first days of the defence, including the three main resistance zones, headed by the regiment commander, Pyotr Mikhailovich Gavrilov, the commissar Efim Moiseevich Fomin and the head of the 9th frontier outpost, Andrey Mitrofanovich Kizhevatov. Many years later veteran Alexander Akimov again recalls the memories of the time, when he, then a 15 year old Sasha Akimov was deeply in love with the beautiful Anya and suddenly found himself in the middle of the bloody events of war.",1.6727,7.171,181,RU,Russia,"[10752, 18, 36, 28]",RU,World War II,1,['1941'],overview,,consistent
50791,The Battle of Austerlitz,Austerlitz,fr,1960-06-17,1960,1960,"Napoleon Bonaparte crowns himself emperor and fights the English, Austrians and Russians in 1802.",0.7309,6.638,40,FR,France,"[18, 36, 10752]",FR,,0,[],,Pre-modern conflicts,no_check_needed
50796,Chouans !,Chouans !,fr,1988-03-23,1988,1980,"Directed by Philippe de Broca, the film recounts a bloody episode of the French Revolution.  1793, the Terror .  In Vendée and in Bretagne, the chouans are revolting against the young Republic and fight for the monarchy restauration. The civil war divides also the family of the Count Savinien de Kerfadec, a liberal and generous noble and a flying machines inventor.",0.6928,5.82,61,FR,France,"[18, 36, 10752]",FR,,0,[],,,no_check_needed
50896,The Geisha,陽暉楼,ja,1983-09-10,1983,1980,"Yokiro was the most successful Geisha house in Western Japan during the first half of the 20th century and remains open to this day. At its peak, it was home to over 200 geisha, however behind the fabulous facade, there were many battles - between family members, men and women, and with the Yakuza. Momokawa was sold to Yokiro at age 12, and despite being the top geisha, her many complicated relationships provide unending challenges throughout her glamorous but turbulent life.",1.5562,5.636,11,JP,Japan,"[18, 10749, 10752]",JP,,0,[],,,no_check_needed
51227,King Richard and the Crusaders,King Richard and the Crusaders,en,1954-08-07,1954,1950,"Based on Sir Walter Scott's The Talisman, this is the story of the romantic adventures of Christians and Muslims during the battle for the Holy Land in the time of King Richard the Lionheart.",0.6055,6.393,14,US,United States,"[12, 18, 36, 10752]",US,,0,[],,,no_check_needed
51275,The Priest,Поп,ru,2009-04-04,2009,2000,Father Alexander is trying to maintain peaceful life for his church amidst the Nazi occupation during WWII.,0.7055,5.9,26,RU,Russia,"[18, 10752]",RU,World War II,2,"['wwii', 'nazi']",overview,,consistent
51426,Battle Cry,Battle Cry,en,1955-02-02,1955,1950,"The dramatic story of US Marines in training, in combat, and in love, during World War II. The story centers on a major who guides the raw recruits from their training to combat.",0.7332,5.74,25,US,United States,"[10752, 18, 10749]",US,World War II,1,['world war ii'],overview,,consistent
51543,The Passage,The Passage,en,1979-03-09,1979,1970,"During WW 2, a Basque shepherd is approached by the underground, who wants him to lead a scientist and his family across the Pyrenees. While being pursued by a sadistic German.",1.0856,6.163,52,"GB,US","United Kingdom,United States","[10752, 28, 53]",GB,World War II,1,['world war ii'],tmdb_keywords,,consistent
51619,The Sound Barrier,The Sound Barrier,en,1952-07-22,1952,1950,"A young RAF pilot tests his father-in-law’s prototype supersonic aircraft to the limit, at a time of intense development in the field of aviation, just as commercial jet airliners are about to enter service.",0.5865,6.508,59,"GB,US","United Kingdom,United States","[18, 10749, 10752]",GB,,0,[],,,no_check_needed
51947,Shake Hands with the Devil,Shake Hands with the Devil,en,1959-06-24,1959,1950,"In 1921 Dublin, the IRA battles the ""Black & Tans,"" special British forces given to harsh measures. Irish-American medical student Kerry O'Shea hopes to stay aloof, but saving a wounded friend gets him outlawed, and inexorably drawn into the rebel organization by his former professor Sean Lenihan, who has ""shaken hands with the devil"" and begun to think of fighting as an end in itself. Complications arise when Kerry falls for a beautiful English hostage, and the British offer a peace treaty that is not enough to satisfy Lenihan.",0.4813,6.5,26,US,United States,"[28, 18, 10752, 36]",US,,0,[],,,no_check_needed
52337,Pride of the Marines,Pride of the Marines,en,1945-08-24,1945,1940,Marine hero Al Schmid is blinded in battle and returns home to be rehabilitated. He readjusts to his civilian life with the help of his soon to be wife.,0.2709,6.731,13,US,United States,"[18, 10749, 10752]",US,,0,[],,,no_check_needed
52366,Lucie Aubrac,Lucie Aubrac,fr,1997-02-26,1997,1990,"A love story or a tale of the resistance, this poignant movie tells both the haunting story of a French resistance cell in Lyon but also the love of Lucie Aubrac for her husband...",0.6622,6.445,73,FR,France,"[18, 10752]",FR,World War II,1,['french resistance'],overview,,consistent
52546,The Medic,Le Toubib,fr,1979-10-26,1979,1970,"The film is set in a modern war, probably between a European country and a country in the Far East. Behind the battle lines, in a medical unit, a surgeon falls in love with an idealistic nurse after an initially difficult meeting.",0.3242,5.517,36,FR,France,"[10752, 18, 878]",FR,,0,[],,,no_check_needed
52595,Goodbye America,Goodbye America,en,1997-01-06,1997,1990,"It is November 1992 and the US Navy is preparing to surrender its largest overseas facility at Subic Bay, Philippines, after almost a century. For both countries, and for the navy, it is a time of change. Violence erupts shortly after the U.S. Navy announces plans to withdraw from a Philippine base in 1992.",0.4816,5.2,5,US,United States,[10752],US,,0,[],,,no_check_needed
52599,Air Strike,Air Strike,en,2003-09-30,2003,2000,An small attack force is sent to an East European country to help neutralize a powerful drug syndicate.,0.3575,4.3,10,US,United States,"[28, 12, 53, 10752]",US,,0,[],,,no_check_needed
52616,Pavilion of Women,Pavilion of Women,en,2001-04-20,2001,2000,"With World War II looming, a prominent family in China must confront the contrasting ideas of traditionalism, communism and Western thinking, while dealing with the most important ideal of all: love and its meaning in society.",0.7708,5.5,26,US,United States,"[10752, 18, 10749]",US,World War II,1,['world war ii'],overview,,consistent
52705,The Carabineers,Les Carabiniers,fr,1963-05-31,1963,1960,"During a war in an imaginary country, unscrupulous soldiers recruit poor farmers with promises of an easy and happy life. Two of these farmers write to their wives of their exploits.",0.5672,6.499,94,FR,France,"[10752, 18, 35]",FR,,0,[],,Training / Military life (no specific conflict),no_check_needed
52897,Namibia: The Struggle for Liberation,Namibia: The Struggle for Liberation,en,2007-06-27,2007,2000,"Namibia: The Struggle for Liberation is a 2007 epic film on the Namibian independence struggle against South African occupation as seen through the life of Sam Nujoma, the leader of the South-West Africa People's Organisation and the first president of the Republic of Namibia.",0.2913,5.9,9,US,United States,"[18, 36, 10752]",US,,0,[],,,no_check_needed
53182,300: Rise of an Empire,300: Rise of an Empire,en,2014-03-05,2014,2010,"Greek general Themistocles attempts to unite all of Greece by leading the charge that will change the course of the war. Themistocles faces the massive invading Persian forces led by mortal-turned-god, Xerxes and Artemesia, the vengeful commander of the Persian navy.",7.6377,6.116,6928,US,United States,"[28, 18, 10752]",US,,0,[],,,no_check_needed
53200,Lessons of Darkness,Lektionen in Finsternis,de,1992-02-21,1992,1990,"Shortly after the Gulf War, oil fires were raging all through Kuwait. In the week before this sea of fire would be extinguished, Werner Herzog filmed this apocalyptic landscape with its murky skies, scorched earth and capricious flames.",0.5289,7.851,151,DE,Germany,"[10752, 99, 10770]",DE,Gulf War,1,['gulf war'],overview,,consistent
53253,All the King's Men,All the King's Men,en,1999-11-14,1999,1990,"Feature-length drama about the mystery of Sandringham Company, which disappeared in action at Gallipoli in 1915. Commanded by Captain Frank Beck, their estate manager, the men advanced into battle, were enveloped in a strange mist and never seen again.",0.5093,6.3,20,"GB,US","United Kingdom,United States","[18, 10752, 9648]",GB,,0,[],,World War I,no_check_needed
53457,Sarah's Key,Elle s'appelait Sarah,fr,2010-09-16,2010,2010,"On the night of 16 July 1942, ten year old Sarah and her parents are being arrested and transported to the Velodrome d'Hiver in Paris where thousands of other jews are being sent to get deported. Sarah however managed to lock her little brother in a closet just before the police entered their apartment. Sixty years later, Julia Jarmond, an American journalist in Paris, gets the assignment to write an article about this raid, a black page in the history of France. She starts digging archives and through Sarah's file discovers a well kept secret about her own in-laws.",1.5212,7.28,717,FR,France,"[18, 10752]",FR,World War II,1,['1942'],overview,,consistent
53604,Spring 1941,Spring 1941,en,2007-09-28,2007,2000,"After Germany invades Poland and the Nazis order the confinement of all local Jews in the ghetto, medical doctor Artur Planck (Joseph Fiennes) manages to flee with his family, seeking refuge at the farm of Emilia (Kelly Harrison), their former grocer. With the Planck family hiding in her attic, Emilia finds her feelings for the physician growing stronger than she wants, or can control -- despite the dangers of the situation.",0.6167,6.3,17,US,United States,"[18, 10749, 10752]",US,World War II,1,['nazis'],overview,,consistent
53657,Raid on Rommel,Raid on Rommel,en,1971-02-12,1971,1970,"Captain Foster plans on raiding German-occupied Tobruk with hand- picked commandos, but a mixup leaves him with a medical unit led by a Quaker conscientious objector.",0.5554,5.889,54,US,United States,"[10752, 28]",US,World War II,1,['world war ii'],tmdb_keywords,,consistent
53923,Stranded,Djinns,fr,2010-07-08,2010,2010,"Algeria, 1960. A section of French paratroopers are sent in search of a missing aircraft in the Algerian desert. The wreckage of the plane is quickly located, but there are no survivors, just a suitcase stamped “Top Secret”. Stormed by enemy soldiers, the troops find refuge in a strange abandoned citadel. Despite warnings from the place’s Guardian to leave at once, they wake up the Djinns, the evil spirits of the desert .",0.3945,5.2,48,FR,France,"[9648, 28, 27, 10752]",FR,,0,[],,,no_check_needed
54195,It Happened Here,It Happened Here,en,1966-05-12,1966,1960,"World War II, 1940. When the Nazi hordes invade and occupy Great Britain, the English citizens are soon divided between those who choose to submissively collaborate and those who are willing to fight.",0.3476,6.857,35,GB,United Kingdom,"[18, 878, 10752]",GB,World War II,3,"['world war ii', 'nazi', '1940']",overview,,consistent
54295,McHale's Navy,McHale's Navy,en,1964-06-25,1964,1960,The crew of PT-73 get into trouble when they back the wrong horse in a race. Now they have to come up with a way to raise the money to pay off the winners.,0.3207,5.0,16,US,United States,"[35, 10752]",US,World War II,1,['world war ii'],tmdb_keywords,,consistent
54297,McHale's Navy Joins the Air Force,McHale's Navy Joins the Air Force,en,1965-07-09,1965,1960,The crew of PT-73 are in trouble again when Ensign Parker is mistaken for a pilot and gets shanghied into the Air Force.,0.4619,5.5,6,US,United States,"[35, 10752]",US,World War II,1,['world war ii'],tmdb_keywords,,consistent
54462,For Those We Love,俺は、君のためにこそ死ににいく,ja,2007-05-12,2007,2000,"In 1943, as Japan's WWII effort falters, a vice-admiral proposes training squadrons of ""volunteer"" flyers to crash their armed planes into Allied warships. Yarn follows the lives of kamikaze pilots, as remembered by an aging Kyushu restaurateur who cherishes their memory. Honoring the dead and multiple military anthems may stir the soul of some Japanese, but elsewhere auds will make a one-way trip for exits. Battle scenes are well-executed and script delivers some memorable scenes, but overall competent helming and thesping are powerless over writer-cum-Tokyo governor Shintaro Ishiara's repetitive storytelling. A post-war postscript adds considerable length to an already over-extended narrative. Tech credits are good quality.",1.3593,6.2,10,JP,Japan,"[10752, 18]",JP,World War II,3,"['wwii', 'kamikaze', '1943']",overview,,consistent
54474,The Star,Звезда,ru,2002-05-06,2002,2000,"In the summer of 1944, the Nazi Armies prepare a massive Tank Division named 'Viking"" for the offensive on occupied Russian land. The Russian Army's special group of seven snipers named ""Zvezda"" is sent for a reconnaissance operation behind the enemy lines in the back of the Nazi Tank Division. Two previous Russian groups never came back. The seven Russians know that they are going to an almost certain Death for the sake of Victory.",0.9424,6.024,41,RU,Russia,"[10752, 18]",RU,World War II,2,"['nazi', '1944']",overview,,consistent
54615,When Willie Comes Marching Home,When Willie Comes Marching Home,en,1950-02-17,1950,1950,"When Willie leaves home to join the war effort he is all ready to become a hero, but he is only frustrated when his posting ends up to be in his home town, and he is recruited into training, keeping him from the action. However, when he finds himself accidently behind enemy lines he unexpectedly becomes a hero after all.",0.3247,6.857,14,US,United States,"[35, 10752]",US,,0,[],,,no_check_needed
54698,The First After God,Первый после Бога,ru,2005-11-03,2005,2000,"The film is based on the true story of Captain Marinesku and set in 1944 during WWII at the Russian Navy Base. Young and beautiful Tanka is in love with Aleksandr Marinin, the brave Captain of the Russian submarine. He is under the KGB surveillance, and his life is at risk. He takes his boat to fight the Nazi fleet, and he cannot come back home without a victory.",0.9732,4.25,16,RU,Russia,"[18, 28, 10752]",RU,World War II,3,"['wwii', 'nazi', '1944']",overview,,consistent
54792,Appointment in London,Appointment in London,en,1953-02-17,1953,1950,"Wing-commander Tim Mason leads a squadron of Lancaster bombers on almost nightly raids from England. Having flown eighty-seven missions he will shortly be retiring from flying, but the strain is showing. He tries to make sure his men concentrate only on their job and so keeps women away from the base, but then he himself meets naval officer Eve Canyon.",0.3194,6.531,16,GB,United Kingdom,"[10752, 18]",GB,,0,[],,,no_check_needed
54797,Ill Met by Moonlight,Ill Met by Moonlight,en,1957-01-31,1957,1950,"Led by British officers, partisans on Crete plan to kidnap the island's German commander and smuggle him to Cairo to embarrass the occupiers.",0.5155,6.261,44,GB,United Kingdom,"[10752, 12, 28]",GB,World War II,1,['partisans'],overview,,consistent
55149,84 Charlie Mopic,84 Charlie Mopic,en,1989-03-22,1989,1980,An Army cameraman is embedded with a reconnaissance patrol and charts their mission across territory controlled by the North Vietnamese.,0.6777,6.2,42,US,United States,[10752],US,Vietnam War,2,"['vietnam war', 'vietnam']",tmdb_keywords,,consistent
55234,Company K,Company K,en,2004-04-22,2004,2000,"Based on the popular World War I novel by author William March, director Robert Clem's COMPANY K follows a veteran of the first great conflict as he finishes a book about his wartime experiences and reflects on how a man's true character is revealed through his actions on the battlefield. From the German soldier who visits him in dreams to the camaraderie that is forged by fighting together and the true gravity of laying down your life for a greater cause, World War I veteran Joe Delaney will attempt to exorcise his demons through writing while struggling to readjust to small-town life following the trauma of war.",0.5447,5.423,13,US,United States,"[18, 10752]",US,World War II,1,['wartime'],overview,,consistent
55305,The War Lover,The War Lover,en,1962-10-25,1962,1960,"Buzz Rickson is a dare-devil World War II bomber pilot with a death wish. Failing at everything not involving flying, Rickson lives for the most dangerous missions. His crew lives with this aspect of his personality only because they know he always brings them back alive.",0.8048,6.043,35,"GB,US","United Kingdom,United States","[18, 10752, 12]",GB,World War II,1,['world war ii'],overview,,consistent
55343,Overlord,Overlord,en,1975-07-01,1975,1970,"During World War II, a young man is called up and, with an increasing sense of foreboding, undertakes his army training ready for D-Day, June 6th, 1944.",0.8586,6.769,91,"GB,US","United Kingdom,United States","[18, 36, 10752]",GB,World War II,3,"['world war ii', 'd-day', '1944']",overview,,consistent
55368,"Lacombe, Lucien",Lacombe Lucien,fr,1974-01-30,1974,1970,"In Louis Malle's lauded drama, Lucien Lacombe is a young man living in rural France during World War II who seeks to join the French Resistance. When he is rejected due to his youth, the resentful Lucien allies himself with the Nazis and joins the Gallic arm of their Gestapo. Lucien grows to enjoy the power that comes with his position, but his life is complicated when he falls for France Horn, a beautiful young Jewish woman.",0.8352,7.022,162,FR,France,"[18, 10752]",FR,World War II,4,"['world war ii', 'nazis', 'gestapo', 'french resistance']",overview,,consistent
55608,Captive,Пленный,ru,2008-09-11,2008,2000,The story of a young Chechen and his Russian captor during a war between Russia and Chechnya.,0.6816,2.8,11,RU,Russia,"[18, 10752]",RU,First Chechen War,2,"['chechnya', 'chechen']",overview,,consistent
55863,On the Double,On the Double,en,1961-05-19,1961,1960,"American GI Ernie Williams, admittedly weak-kneed, has an uncanny resemblance to British Colonel MacKenzie. Williams, also a master of imitation and disguise, is asked to impersonate the Colonel, ostensibly to allow the Colonel to make a secret trip East. What Williams is not told is that the Colonel has recently been a target of assassins. After the Colonel's plane goes down, the plan changes and Williams maintains the disguise to confuse the Nazis about D-Day.",0.3587,7.0,19,US,United States,"[10752, 35]",US,World War II,2,"['nazis', 'd-day']",overview,,consistent
55936,Prisoner of the Mountains,Кавказский пленник,ru,1996-03-15,1996,1990,"Two Russian soldiers, one battle-seasoned and the other barely into his boots and uniform, are taken prisoner by an anxious Islamic father from a remote village hoping to trade them for his captured son.",0.9957,6.638,65,RU,Russia,"[18, 10752]",RU,First Chechen War,1,['chechnya'],tmdb_keywords,,consistent
55998,A Quiet Outpost,Tikhaya Zastava,ru,2011-01-20,2011,2010,"On the edge of Dushanbe, in the Republic of Tajikistan, a quiet border checkpoint under Russian control is attacked by Afghans and Tajiks who want it under their control.",0.4385,4.4,18,RU,Russia,"[18, 28, 10752]",RU,,0,[],,,no_check_needed
56077,Talk of Angels,Talk of Angels,en,1998-10-30,1998,1990,"This is the story of a young Irish woman who comes to Spain to escape from the pressures she feels about her impending marriage to a political activist in Ireland. But in Spain in the 1930's, taking a job of governess in a wealthy family, she finds the same kinds of political unrest. In fact, it isn't long before she finds herself attracted to a married man who is similarly involved in the struggle against fascism and Franco. This awakens her to her nature that brings her to such men and resolves for her what she must do about the life she left in Ireland",0.4132,5.522,23,US,United States,"[18, 10749, 10752]",US,,0,[],,,no_check_needed
56138,To the Shores of Iwo Jima,To the Shores of Iwo Jima,en,1945-06-07,1945,1940,Documentary short film depicting the American assault on the Japanese-held island of Iwo Jima and the massive battle that raged on that key island in the Allied advance on Japan. Four cameramen died bringing this footage to the public,0.1402,6.8,10,US,United States,"[99, 10752]",US,World War II,1,['iwo jima'],overview,,consistent
56179,Triumph of the Spirit,Triumph of the Spirit,en,1989-12-08,1989,1980,"During World War II, Salamo Arouch, a passionate boxer, is arrested and sent to a concentration camp. Soon, he is forced to box against his fellow prisoners for the sake of entertainment.",1.0286,6.585,59,US,United States,"[18, 10752, 36]",US,World War II,2,"['world war ii', 'concentration camp']",overview,,consistent
56448,Stalin,Stalin,en,1992-11-21,1992,1990,"The life and career of the brutal Soviet dictator, Josef Stalin. Through the eyes and memories of Anna Aliluyeva, Stalin’s granddaughter, the film traces the rise of the Bolshevik tyrant from Lenin’s return from exile to his brutal struggle with Trotsky, the creation of his feared secret police and the merciless inner workings of his regime. As Anna recounts her grandfather’s life, viewers gain an intimate, personal perspective on the paranoia and purges that left even his closest circles living in constant fear.",1.5721,5.255,38,US,United States,"[18, 36, 10752, 10770]",US,Cold War,1,['soviet union'],tmdb_keywords,,consistent
56499,Babette Goes to War,Babette s'en va-t-en guerre,fr,1959-09-18,1959,1950,Comedy about a naive French country girl in London who helps the war effort by parachuting into German-occupied France to help kidnap an important German general. She bungles through to a heroic finish of plot and counter-plot.,0.4556,5.6,37,FR,France,"[35, 10752]",FR,World War II,1,['occupied france'],overview,,consistent
56617,Deadline,Deadline,en,1987-07-02,1987,1980,An American journalist is set up and fed false information after the Lebanon war.,0.3032,4.708,12,US,United States,"[18, 28, 10752]",US,Lebanese Civil War,1,['lebanon war'],overview,,consistent
56798,The Profession of Arms,Il mestiere delle armi,it,2001-05-11,2001,2000,"In autumn of 1526, the Emperor, Charles V, sends his German landsknechts led by Georg von Frundsberg to march towards Rome. The inferior papal armies, commanded by Giovanni de'Medici, try to chase them in the midst of a harsh winter. Nevertheless, the Imperial armies manage to cross the rivers along their march and get cannons thanks to the maneuvers of its Lords. In a skirmish, Giovanni de'Medici is wounded in the leg by a falconet shot. The attempts to cure him fail and he dies. The Imperial armies assault Rome. The film is beautifully but unassumingly set, and shows the hard conditions in which war is waged and its lack of glory. It ends straightforwardly with the declaration made after the death of Giovanni de'Medici by the commanders of the armies in Europe of not using again fire weapons because of their cruelty.",0.7723,6.741,58,"DE,FR","France,Germany","[18, 36, 10752]",DE,,0,[],,,no_check_needed
56807,Son of Babylon,ابن بابل,ar,2009-05-01,2009,2000,"A willful young boy follows his just and obstinate grandmother on a journey across Iraq, determined to discover the fate of her missing son, Ahmed's father, who never returned from war.",0.2342,7.3,18,GB,United Kingdom,"[18, 10752]",GB,Iraq War,1,['iraq'],tmdb_keywords,,consistent
56820,Live and Remember,Живи и помни,ru,2008-06-26,2008,2000,"Based on Valentin Rasputin's story of the same title. The winter of 1945. In a village on the Angara embankment the women wait the return of their husbands from the front. The young soldier Andrei Guskov, who fled from the hospital, returns as a deserter. In his remote winter hut only his wife Nastena visits him : she is the only person whom he can trust with his life - of an eternal fugitive doomed to loneliness. Only she loves him. She lives in the present, remembers the past and does not believe in the future. She will have a child, and to the entire village she is an unfaithful wife who did not wait for her husband to return...",0.3972,5.1,12,RU,Russia,"[18, 10752]",RU,,0,[],,,no_check_needed
57124,Swastika,Swastika,en,1974-01-17,1974,1970,"Comprised of video shot during the Nazi regime, including propaganda, newsreels, broadcasts and even some of Eva Braun's colorized personal home movies, we explore the way in which the Third Reich infiltrated the lives of the German population, from 1933 to 1945.",0.3339,6.8,14,"GB,US","United Kingdom,United States","[99, 36, 10752]",GB,World War II,2,"['nazi', 'third reich']",overview,,consistent
57212,War Horse,War Horse,en,2011-12-25,2011,2010,"On the brink of the First World War, Albert's beloved horse Joey is sold to the Cavalry by his father. Against the backdrop of the Great War, Joey begins an odyssey full of danger, joy, and sorrow, and he transforms everyone he meets along the way. Meanwhile, Albert, unable to forget his equine friend, searches the battlefields of France to find Joey and bring him home.",4.5944,7.3,3666,US,United States,"[10752, 36, 12, 18]",US,,0,[],,World War I,no_check_needed
